index	character	character in latex	character/story	character/story in latex	card url
1232	Cece Parekh	Cece Parekh	Cece Parekh/New Girl	Cece Parekh/New Girl	https://compstorylab.org/archetypometrics/cards/New-Girl-Cece-Parekh-1600-364-241.pdf
1233	Winston Bishop	Winston Bishop	Winston Bishop/New Girl	Winston Bishop/New Girl	https://compstorylab.org/archetypometrics/cards/New-Girl-Winston-Bishop-1600-364-241.pdf
1234	Nancy Thompson	Nancy Thompson	Nancy Thompson/A Nightmare on Elm Street	Nancy Thompson/A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-Nancy-Thompson-1600-364-241.pdf
1235	Donald Thompson	Donald Thompson	Donald Thompson/A Nightmare on Elm Street	Donald Thompson/A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-Donald-Thompson-1600-364-241.pdf
1236	Freddy Krueger	Freddy Krueger	Freddy Krueger/A Nightmare on Elm Street	Freddy Krueger/A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-Freddy-Krueger-1600-364-241.pdf
1237	Glen Lantz	Glen Lantz	Glen Lantz/A Nightmare on Elm Street	Glen Lantz/A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-Glen-Lantz-1600-364-241.pdf
1238	Marge Thompson	Marge Thompson	Marge Thompson/A Nightmare on Elm Street	Marge Thompson/A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-Marge-Thompson-1600-364-241.pdf
1239	Charlie Kelly	Charlie Kelly	Charlie Kelly/It's Always Sunny in Philadelphia	Charlie Kelly/It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-Charlie-Kelly-1600-364-241.pdf
1240	Dennis Reynolds	Dennis Reynolds	Dennis Reynolds/It's Always Sunny in Philadelphia	Dennis Reynolds/It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-Dennis-Reynolds-1600-364-241.pdf
1241	Mac	Mac	Mac/It's Always Sunny in Philadelphia	Mac/It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-Mac-1600-364-241.pdf
1242	Dee Reynolds	Dee Reynolds	Dee Reynolds/It's Always Sunny in Philadelphia	Dee Reynolds/It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-Dee-Reynolds-1600-364-241.pdf
1243	Frank Reynolds	Frank Reynolds	Frank Reynolds/It's Always Sunny in Philadelphia	Frank Reynolds/It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-Frank-Reynolds-1600-364-241.pdf
1244	Archie 'Snake' Simpson	Archie `Snake' Simpson	Archie 'Snake' Simpson/Degrassi: The Next Generation	Archie 'Snake' Simpson/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Archie-Snake-Simpson-1600-364-241.pdf
1245	Clare Edwards	Clare Edwards	Clare Edwards/Degrassi: The Next Generation	Clare Edwards/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Clare-Edwards-1600-364-241.pdf
1246	Alli Bhandari	Alli Bhandari	Alli Bhandari/Degrassi: The Next Generation	Alli Bhandari/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Alli-Bhandari-1600-364-241.pdf
1247	Connor Deslauriers	Connor Deslauriers	Connor Deslauriers/Degrassi: The Next Generation	Connor Deslauriers/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Connor-Deslauriers-1600-364-241.pdf
1248	Gavin 'Spinner' Mason	Gavin `Spinner' Mason	Gavin 'Spinner' Mason/Degrassi: The Next Generation	Gavin 'Spinner' Mason/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Gavin-Spinner-Mason-1600-364-241.pdf
1249	Emma Nelson	Emma Nelson	Emma Nelson/Degrassi: The Next Generation	Emma Nelson/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Emma-Nelson-1600-364-241.pdf
1250	Manny Santos	Manny Santos	Manny Santos/Degrassi: The Next Generation	Manny Santos/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Manny-Santos-1600-364-241.pdf
1251	Drew Torres	Drew Torres	Drew Torres/Degrassi: The Next Generation	Drew Torres/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Drew-Torres-1600-364-241.pdf
1252	Jenna Middleton	Jenna Middleton	Jenna Middleton/Degrassi: The Next Generation	Jenna Middleton/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Jenna-Middleton-1600-364-241.pdf
1253	Liberty Van Zandt	Liberty Van Zandt	Liberty Van Zandt/Degrassi: The Next Generation	Liberty Van Zandt/Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-Liberty-Van-Zandt-1600-364-241.pdf
1254	Hawkeye Pierce	Hawkeye Pierce	Hawkeye Pierce/M*A*S*H	Hawkeye Pierce/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Hawkeye-Pierce-1600-364-241.pdf
1255	Margaret Houlihan	Margaret Houlihan	Margaret Houlihan/M*A*S*H	Margaret Houlihan/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Margaret-Houlihan-1600-364-241.pdf
1256	Maxwell Klinger	Maxwell Klinger	Maxwell Klinger/M*A*S*H	Maxwell Klinger/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Maxwell-Klinger-1600-364-241.pdf
1257	Francis Mulcahy	Francis Mulcahy	Francis Mulcahy/M*A*S*H	Francis Mulcahy/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Francis-Mulcahy-1600-364-241.pdf
1258	Frank Burns	Frank Burns	Frank Burns/M*A*S*H	Frank Burns/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Frank-Burns-1600-364-241.pdf
1259	Radar O'Reilly	Radar O'Reilly	Radar O'Reilly/M*A*S*H	Radar O'Reilly/M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-Radar-OReilly-1600-364-241.pdf
1260	Temperance Brennan	Temperance Brennan	Temperance Brennan/Bones	Temperance Brennan/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Temperance-Brennan-1600-364-241.pdf
1261	Seeley Booth	Seeley Booth	Seeley Booth/Bones	Seeley Booth/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Seeley-Booth-1600-364-241.pdf
1262	Angela Montenegro	Angela Montenegro	Angela Montenegro/Bones	Angela Montenegro/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Angela-Montenegro-1600-364-241.pdf
1263	Jack Hodgins	Jack Hodgins	Jack Hodgins/Bones	Jack Hodgins/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Jack-Hodgins-1600-364-241.pdf
1264	Camille Saroyan	Camille Saroyan	Camille Saroyan/Bones	Camille Saroyan/Bones	https://compstorylab.org/archetypometrics/cards/Bones-Camille-Saroyan-1600-364-241.pdf
1265	Richard Castle	Richard Castle	Richard Castle/Castle	Richard Castle/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Richard-Castle-1600-364-241.pdf
1266	Kate Beckett	Kate Beckett	Kate Beckett/Castle	Kate Beckett/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Kate-Beckett-1600-364-241.pdf
1267	Martha Rodgers	Martha Rodgers	Martha Rodgers/Castle	Martha Rodgers/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Martha-Rodgers-1600-364-241.pdf
1268	Javier Esposito	Javier Esposito	Javier Esposito/Castle	Javier Esposito/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Javier-Esposito-1600-364-241.pdf
1269	Kevin Ryan	Kevin Ryan	Kevin Ryan/Castle	Kevin Ryan/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Kevin-Ryan-1600-364-241.pdf
1270	Alexis Castle	Alexis Castle	Alexis Castle/Castle	Alexis Castle/Castle	https://compstorylab.org/archetypometrics/cards/Castle-Alexis-Castle-1600-364-241.pdf
1271	Wolverine	Wolverine	Wolverine/X-Men	Wolverine/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Wolverine-1600-364-241.pdf
1272	Professor X	Professor X	Professor X/X-Men	Professor X/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Professor-X-1600-364-241.pdf
1273	Magneto	Magneto	Magneto/X-Men	Magneto/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Magneto-1600-364-241.pdf
1274	Mystique	Mystique	Mystique/X-Men	Mystique/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Mystique-1600-364-241.pdf
1275	Jean Grey	Jean Grey	Jean Grey/X-Men	Jean Grey/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Jean-Grey-1600-364-241.pdf
1276	Cyclops	Cyclops	Cyclops/X-Men	Cyclops/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Cyclops-1600-364-241.pdf
1277	Storm	Storm	Storm/X-Men	Storm/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Storm-1600-364-241.pdf
1278	Rogue	Rogue	Rogue/X-Men	Rogue/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Rogue-1600-364-241.pdf
1279	Iceman	Iceman	Iceman/X-Men	Iceman/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Iceman-1600-364-241.pdf
1280	Colossus	Colossus	Colossus/X-Men	Colossus/X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-Colossus-1600-364-241.pdf
1281	James Gordon	James Gordon	James Gordon/Gotham	James Gordon/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-James-Gordon-1600-364-241.pdf
1282	Harvey Bullock	Harvey Bullock	Harvey Bullock/Gotham	Harvey Bullock/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Harvey-Bullock-1600-364-241.pdf
1283	Bruce Wayne	Bruce Wayne	Bruce Wayne/Gotham	Bruce Wayne/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Bruce-Wayne-1600-364-241.pdf
1284	Oswald Cobblepot	Oswald Cobblepot	Oswald Cobblepot/Gotham	Oswald Cobblepot/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Oswald-Cobblepot-1600-364-241.pdf
1285	Selina Kyle	Selina Kyle	Selina Kyle/Gotham	Selina Kyle/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Selina-Kyle-1600-364-241.pdf
1286	Edward Nygma	Edward Nygma	Edward Nygma/Gotham	Edward Nygma/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Edward-Nygma-1600-364-241.pdf
1287	Alfred Pennyworth	Alfred Pennyworth	Alfred Pennyworth/Gotham	Alfred Pennyworth/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Alfred-Pennyworth-1600-364-241.pdf
1288	Barbara Kean	Barbara Kean	Barbara Kean/Gotham	Barbara Kean/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Barbara-Kean-1600-364-241.pdf
1289	Leslie Thompkins	Leslie Thompkins	Leslie Thompkins/Gotham	Leslie Thompkins/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Leslie-Thompkins-1600-364-241.pdf
1290	Lucius Fox	Lucius Fox	Lucius Fox/Gotham	Lucius Fox/Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-Lucius-Fox-1600-364-241.pdf
1291	Lorelai Gilmore	Lorelai Gilmore	Lorelai Gilmore/Gilmore Girls	Lorelai Gilmore/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Lorelai-Gilmore-1600-364-241.pdf
1292	Rory Gilmore	Rory Gilmore	Rory Gilmore/Gilmore Girls	Rory Gilmore/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Rory-Gilmore-1600-364-241.pdf
1293	Lane Kim	Lane Kim	Lane Kim/Gilmore Girls	Lane Kim/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Lane-Kim-1600-364-241.pdf
1294	Luke Danes	Luke Danes	Luke Danes/Gilmore Girls	Luke Danes/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Luke-Danes-1600-364-241.pdf
1295	Michel Gerard	Michel Gerard	Michel Gerard/Gilmore Girls	Michel Gerard/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Michel-Gerard-1600-364-241.pdf
1296	Emily Gilmore	Emily Gilmore	Emily Gilmore/Gilmore Girls	Emily Gilmore/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Emily-Gilmore-1600-364-241.pdf
1297	Richard Gilmore	Richard Gilmore	Richard Gilmore/Gilmore Girls	Richard Gilmore/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Richard-Gilmore-1600-364-241.pdf
1298	Sookie St. James	Sookie St. James	Sookie St. James/Gilmore Girls	Sookie St. James/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Sookie-St-James-1600-364-241.pdf
1299	Kirk Gleason	Kirk Gleason	Kirk Gleason/Gilmore Girls	Kirk Gleason/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Kirk-Gleason-1600-364-241.pdf
1300	Paris Geller	Paris Geller	Paris Geller/Gilmore Girls	Paris Geller/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Paris-Geller-1600-364-241.pdf
1301	Miss Patty	Miss Patty	Miss Patty/Gilmore Girls	Miss Patty/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Miss-Patty-1600-364-241.pdf
1302	Dean Forester	Dean Forester	Dean Forester/Gilmore Girls	Dean Forester/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Dean-Forester-1600-364-241.pdf
1303	Logan Huntzberger	Logan Huntzberger	Logan Huntzberger/Gilmore Girls	Logan Huntzberger/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Logan-Huntzberger-1600-364-241.pdf
1304	Jackson Belleville	Jackson Belleville	Jackson Belleville/Gilmore Girls	Jackson Belleville/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Jackson-Belleville-1600-364-241.pdf
1305	Taylor Doose	Taylor Doose	Taylor Doose/Gilmore Girls	Taylor Doose/Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-Taylor-Doose-1600-364-241.pdf
1306	Fox Mulder	Fox Mulder	Fox Mulder/The X-Files	Fox Mulder/The X-Files	https://compstorylab.org/archetypometrics/cards/The-X-Files-Fox-Mulder-1600-364-241.pdf
1307	Dana Scully	Dana Scully	Dana Scully/The X-Files	Dana Scully/The X-Files	https://compstorylab.org/archetypometrics/cards/The-X-Files-Dana-Scully-1600-364-241.pdf
1308	Walter Skinner	Walter Skinner	Walter Skinner/The X-Files	Walter Skinner/The X-Files	https://compstorylab.org/archetypometrics/cards/The-X-Files-Walter-Skinner-1600-364-241.pdf
1309	Tony Soprano	Tony Soprano	Tony Soprano/The Sopranos	Tony Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Tony-Soprano-1600-364-241.pdf
1310	Dr. Jennifer Melfi	Dr. Jennifer Melfi	Dr. Jennifer Melfi/The Sopranos	Dr. Jennifer Melfi/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Dr-Jennifer-Melfi-1600-364-241.pdf
1311	Carmela Soprano	Carmela Soprano	Carmela Soprano/The Sopranos	Carmela Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Carmela-Soprano-1600-364-241.pdf
1312	Christopher Moltisanti	Christopher Moltisanti	Christopher Moltisanti/The Sopranos	Christopher Moltisanti/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Christopher-Moltisanti-1600-364-241.pdf
1313	Junior Soprano	Junior Soprano	Junior Soprano/The Sopranos	Junior Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Junior-Soprano-1600-364-241.pdf
1314	Silvio Dante	Silvio Dante	Silvio Dante/The Sopranos	Silvio Dante/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Silvio-Dante-1600-364-241.pdf
1315	Paulie 'Walnuts' Gualtieri	Paulie `Walnuts' Gualtieri	Paulie 'Walnuts' Gualtieri/The Sopranos	Paulie 'Walnuts' Gualtieri/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Paulie-Walnuts-Gualtieri-1600-364-241.pdf
1316	A.J. Soprano	A.J. Soprano	A.J. Soprano/The Sopranos	A.J. Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-AJ-Soprano-1600-364-241.pdf
1317	Meadow Soprano	Meadow Soprano	Meadow Soprano/The Sopranos	Meadow Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Meadow-Soprano-1600-364-241.pdf
1318	Janice Soprano	Janice Soprano	Janice Soprano/The Sopranos	Janice Soprano/The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-Janice-Soprano-1600-364-241.pdf
1319	Johnny	Johnny	Johnny/The Room	Johnny/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Johnny-1600-364-241.pdf
1320	Lisa	Lisa	Lisa/The Room	Lisa/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Lisa-1600-364-241.pdf
1321	Mark	Mark	Mark/The Room	Mark/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Mark-1600-364-241.pdf
1322	Denny	Denny	Denny/The Room	Denny/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Denny-1600-364-241.pdf
1323	Peter	Peter	Peter/The Room	Peter/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Peter-1600-364-241.pdf
1324	Michelle	Michelle	Michelle/The Room	Michelle/The Room	https://compstorylab.org/archetypometrics/cards/The-Room-Michelle-1600-364-241.pdf
1325	Leonard Hofstadter	Leonard Hofstadter	Leonard Hofstadter/The Big Bang Theory	Leonard Hofstadter/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Leonard-Hofstadter-1600-364-241.pdf
1326	Sheldon Cooper	Sheldon Cooper	Sheldon Cooper/The Big Bang Theory	Sheldon Cooper/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Sheldon-Cooper-1600-364-241.pdf
1327	Penny Hofstadter	Penny Hofstadter	Penny Hofstadter/The Big Bang Theory	Penny Hofstadter/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Penny-Hofstadter-1600-364-241.pdf
1328	Howard Wolowitz	Howard Wolowitz	Howard Wolowitz/The Big Bang Theory	Howard Wolowitz/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Howard-Wolowitz-1600-364-241.pdf
1329	Raj Koothrappali	Raj Koothrappali	Raj Koothrappali/The Big Bang Theory	Raj Koothrappali/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Raj-Koothrappali-1600-364-241.pdf
1330	Leslie Winkle	Leslie Winkle	Leslie Winkle/The Big Bang Theory	Leslie Winkle/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Leslie-Winkle-1600-364-241.pdf
1331	Bernadette Rostenkowski	Bernadette Rostenkowski	Bernadette Rostenkowski/The Big Bang Theory	Bernadette Rostenkowski/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Bernadette-Rostenkowski-1600-364-241.pdf
1332	Amy Farrah Fowler	Amy Farrah Fowler	Amy Farrah Fowler/The Big Bang Theory	Amy Farrah Fowler/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Amy-Farrah-Fowler-1600-364-241.pdf
1333	Stuart Bloom	Stuart Bloom	Stuart Bloom/The Big Bang Theory	Stuart Bloom/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Stuart-Bloom-1600-364-241.pdf
1334	Mary Cooper	Mary Cooper	Mary Cooper/The Big Bang Theory	Mary Cooper/The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-Mary-Cooper-1600-364-241.pdf
1335	Joel Barish	Joel Barish	Joel Barish/Eternal Sunshine of the Spotless Mind	Joel Barish/Eternal Sunshine of the Spotless Mind	https://compstorylab.org/archetypometrics/cards/Eternal-Sunshine-of-the-Spotless-Mind-Joel-Barish-1600-364-241.pdf
1336	Clementine Kruczynski	Clementine Kruczynski	Clementine Kruczynski/Eternal Sunshine of the Spotless Mind	Clementine Kruczynski/Eternal Sunshine of the Spotless Mind	https://compstorylab.org/archetypometrics/cards/Eternal-Sunshine-of-the-Spotless-Mind-Clementine-Kruczynski-1600-364-241.pdf
1337	Mary Svevo	Mary Svevo	Mary Svevo/Eternal Sunshine of the Spotless Mind	Mary Svevo/Eternal Sunshine of the Spotless Mind	https://compstorylab.org/archetypometrics/cards/Eternal-Sunshine-of-the-Spotless-Mind-Mary-Svevo-1600-364-241.pdf
1338	Princess Ariel	Princess Ariel	Princess Ariel/The Little Mermaid	Princess Ariel/The Little Mermaid	https://compstorylab.org/archetypometrics/cards/The-Little-Mermaid-Princess-Ariel-1600-364-241.pdf
1339	Ursula	Ursula	Ursula/The Little Mermaid	Ursula/The Little Mermaid	https://compstorylab.org/archetypometrics/cards/The-Little-Mermaid-Ursula-1600-364-241.pdf
1340	Flounder	Flounder	Flounder/The Little Mermaid	Flounder/The Little Mermaid	https://compstorylab.org/archetypometrics/cards/The-Little-Mermaid-Flounder-1600-364-241.pdf
1341	Villanelle	Villanelle	Villanelle/Killing Eve	Villanelle/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Villanelle-1600-364-241.pdf
1342	Eve Polastri	Eve Polastri	Eve Polastri/Killing Eve	Eve Polastri/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Eve-Polastri-1600-364-241.pdf
1343	Carolyn Martens	Carolyn Martens	Carolyn Martens/Killing Eve	Carolyn Martens/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Carolyn-Martens-1600-364-241.pdf
1344	Konstantin	Konstantin	Konstantin/Killing Eve	Konstantin/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Konstantin-1600-364-241.pdf
1345	Niko Polastri	Niko Polastri	Niko Polastri/Killing Eve	Niko Polastri/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Niko-Polastri-1600-364-241.pdf
1346	Kenny Stowton	Kenny Stowton	Kenny Stowton/Killing Eve	Kenny Stowton/Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-Kenny-Stowton-1600-364-241.pdf
1347	Lord Business	Lord Business	Lord Business/The Lego Movie	Lord Business/The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-Lord-Business-1600-364-241.pdf
1348	Vitruvius	Vitruvius	Vitruvius/The Lego Movie	Vitruvius/The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-Vitruvius-1600-364-241.pdf
1349	Emmet Brickowski	Emmet Brickowski	Emmet Brickowski/The Lego Movie	Emmet Brickowski/The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-Emmet-Brickowski-1600-364-241.pdf
1350	Wyldstyle	Wyldstyle	Wyldstyle/The Lego Movie	Wyldstyle/The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-Wyldstyle-1600-364-241.pdf
1351	Batman	Batman	Batman/The Lego Movie	Batman/The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-Batman-1600-364-241.pdf
1352	Rachel Chu	Rachel Chu	Rachel Chu/Crazy Rich Asians	Rachel Chu/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Rachel-Chu-1600-364-241.pdf
1353	Nick Young	Nick Young	Nick Young/Crazy Rich Asians	Nick Young/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Nick-Young-1600-364-241.pdf
1354	Eleanor Sung-Young	Eleanor Sung-Young	Eleanor Sung-Young/Crazy Rich Asians	Eleanor Sung-Young/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Eleanor-Sung-Young-1600-364-241.pdf
1355	Goh Peik Lin	Goh Peik Lin	Goh Peik Lin/Crazy Rich Asians	Goh Peik Lin/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Goh-Peik-Lin-1600-364-241.pdf
1356	Astrid Leong-Teo	Astrid Leong-Teo	Astrid Leong-Teo/Crazy Rich Asians	Astrid Leong-Teo/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Astrid-Leong-Teo-1600-364-241.pdf
1357	Colin Khoo	Colin Khoo	Colin Khoo/Crazy Rich Asians	Colin Khoo/Crazy Rich Asians	https://compstorylab.org/archetypometrics/cards/Crazy-Rich-Asians-Colin-Khoo-1600-364-241.pdf
1358	Jack Traven	Jack Traven	Jack Traven/Speed	Jack Traven/Speed	https://compstorylab.org/archetypometrics/cards/Speed-Jack-Traven-1600-364-241.pdf
1359	Howard Payne	Howard Payne	Howard Payne/Speed	Howard Payne/Speed	https://compstorylab.org/archetypometrics/cards/Speed-Howard-Payne-1600-364-241.pdf
1360	Annie Porter	Annie Porter	Annie Porter/Speed	Annie Porter/Speed	https://compstorylab.org/archetypometrics/cards/Speed-Annie-Porter-1600-364-241.pdf
1361	Bruce Wayne	Bruce Wayne	Bruce Wayne/The Dark Knight	Bruce Wayne/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Bruce-Wayne-1600-364-241.pdf
1362	Alfred Pennyworth	Alfred Pennyworth	Alfred Pennyworth/The Dark Knight	Alfred Pennyworth/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Alfred-Pennyworth-1600-364-241.pdf
1363	The Joker	The Joker	The Joker/The Dark Knight	The Joker/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-The-Joker-1600-364-241.pdf
1364	James Gordon	James Gordon	James Gordon/The Dark Knight	James Gordon/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-James-Gordon-1600-364-241.pdf
1365	Harvey Dent	Harvey Dent	Harvey Dent/The Dark Knight	Harvey Dent/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Harvey-Dent-1600-364-241.pdf
1366	Rachel Dawes	Rachel Dawes	Rachel Dawes/The Dark Knight	Rachel Dawes/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Rachel-Dawes-1600-364-241.pdf
1367	Lucius Fox	Lucius Fox	Lucius Fox/The Dark Knight	Lucius Fox/The Dark Knight	https://compstorylab.org/archetypometrics/cards/The-Dark-Knight-Lucius-Fox-1600-364-241.pdf
